Date,Company,Sector,Revenue,Expenses,Profit,Investment,ROI (%)
2022-02-01,Iota Foods,Consumer Goods,261.64,192.32,69.31,389.01,17.82
2022-03-01,Iota Foods,Consumer Goods,236.27,174.89,61.38,278.33,22.05
2022-04-01,Iota Foods,Consumer Goods,261.67,205.13,56.53,228.93,24.69
2022-05-01,Iota Foods,Consumer Goods,259.26,217.5,41.77,269.45,15.5
2022-06-01,Iota Foods,Consumer Goods,276.4,204.48,71.92,401.45,17.92
2022-07-01,Iota Foods,Consumer Goods,257.74,165.03,92.71,333.96,27.76
2022-08-01,Iota Foods,Consumer Goods,267.6,152.59,115.01,323.13,35.59
2022-09-01,Iota Foods,Consumer Goods,281.35,158.6,122.74,396.72,30.94
2022-10-01,Iota Foods,Consumer Goods,255.37,215.03,40.34,377.49,10.69
2022-11-01,Iota Foods,Consumer Goods,268.79,208.98,59.81,219.66,27.23
2022-12-01,Iota Foods,Consumer Goods,281.95,156.94,125.0,289.43,43.19
2023-01-01,Iota Foods,Consumer Goods,297.84,224.86,72.97,331.23,22.03
2023-02-01,Iota Foods,Consumer Goods,283.62,179.27,104.35,424.86,24.56
2023-03-01,Iota Foods,Consumer Goods,272.1,163.01,109.09,369.07,29.56
2023-04-01,Iota Foods,Consumer Goods,267.38,202.7,64.68,255.22,25.34
2023-05-01,Iota Foods,Consumer Goods,296.82,221.54,75.29,294.24,25.59
2023-06-01,Iota Foods,Consumer Goods,291.56,243.53,48.03,264.08,18.19
2023-07-01,Iota Foods,Consumer Goods,307.95,208.15,99.8,384.01,25.99
2023-08-01,Iota Foods,Consumer Goods,303.39,203.06,100.34,300.95,33.34
2023-09-01,Iota Foods,Consumer Goods,307.46,251.57,55.89,295.46,18.92
2023-10-01,Iota Foods,Consumer Goods,314.08,192.82,121.26,258.11,46.98
2023-11-01,Iota Foods,Consumer Goods,301.67,244.14,57.53,341.26,16.86
2023-12-01,Iota Foods,Consumer Goods,334.1,280.79,53.3,310.66,17.16
2024-01-01,Iota Foods,Consumer Goods,325.98,254.68,71.3,453.55,15.72
2024-02-01,Iota Foods,Consumer Goods,330.89,257.54,73.36,409.76,17.9
2024-03-01,Iota Foods,Consumer Goods,331.85,261.82,70.03,377.33,18.56
2024-04-01,Iota Foods,Consumer Goods,341.11,199.61,141.49,302.78,46.73
2024-05-01,Iota Foods,Consumer Goods,330.12,201.43,128.7,377.7,34.07
2024-06-01,Iota Foods,Consumer Goods,360.47,205.2,155.27,435.23,35.68
2024-07-01,Iota Foods,Consumer Goods,354.12,227.74,126.38,396.14,31.9
2024-08-01,Iota Foods,Consumer Goods,342.12,189.36,152.76,291.04,52.49
2024-09-01,Iota Foods,Consumer Goods,348.26,254.23,94.03,349.71,26.89
2024-10-01,Iota Foods,Consumer Goods,331.23,251.24,79.99,464.41,17.22
2024-11-01,Iota Foods,Consumer Goods,350.9,218.48,132.43,523.08,25.32
2024-12-01,Iota Foods,Consumer Goods,364.87,216.28,148.59,419.32,35.44
2021-01-01,Kappa Steel,Manufacturing,202.28,131.06,71.21,235.13,30.29
2021-02-01,Kappa Steel,Manufacturing,207.75,119.74,88.01,217.19,40.52
2021-03-01,Kappa Steel,Manufacturing,200.21,144.2,56.01,256.79,21.81
2021-04-01,Kappa Steel,Manufacturing,210.59,166.41,44.19,197.98,22.32
2021-05-01,Kappa Steel,Manufacturing,230.84,129.15,101.69,335.96,30.27
2021-06-01,Kappa Steel,Manufacturing,229.09,129.57,99.52,270.08,36.85
2021-07-01,Kappa Steel,Manufacturing,229.93,175.72,54.21,312.98,17.32
2021-08-01,Kappa Steel,Manufacturing,230.01,149.93,80.08,315.2,25.41
2021-09-01,Kappa Steel,Manufacturing,242.7,166.42,76.28,303.5,25.13
2021-10-01,Kappa Steel,Manufacturing,234.54,166.03,68.5,307.74,22.26
2021-11-01,Kappa Steel,Manufacturing,229.19,186.0,43.19,218.52,19.77
2021-12-01,Kappa Steel,Manufacturing,234.29,197.45,36.84,242.68,15.18
2022-01-01,Kappa Steel,Manufacturing,248.02,185.42,62.6,284.9,21.97
2022-02-01,Kappa Steel,Manufacturing,240.28,172.19,68.09,313.19,21.74
2022-03-01,Kappa Steel,Manufacturing,250.07,152.51,97.56,319.13,30.57
2022-04-01,Kappa Steel,Manufacturing,254.49,145.48,109.01,209.05,52.14
2022-05-01,Kappa Steel,Manufacturing,254.27,206.08,48.19,332.84,14.48
2022-06-01,Kappa Steel,Manufacturing,243.52,188.19,55.32,267.35,20.69
2022-07-01,Kappa Steel,Manufacturing,251.79,213.08,38.7,208.5,18.56
2022-08-01,Kappa Steel,Manufacturing,253.14,205.07,48.07,305.05,15.76
2022-09-01,Kappa Steel,Manufacturing,289.18,201.27,87.91,408.15,21.54
2022-10-01,Kappa Steel,Manufacturing,271.17,222.42,48.75,296.99,16.42
2022-11-01,Kappa Steel,Manufacturing,286.49,235.99,50.51,271.44,18.61
2022-12-01,Kappa Steel,Manufacturing,267.71,197.27,70.44,332.52,21.18
2023-01-01,Kappa Steel,Manufacturing,281.51,215.28,66.23,404.34,16.38
2023-02-01,Kappa Steel,Manufacturing,296.08,178.81,117.28,286.1,40.99
2023-03-01,Kappa Steel,Manufacturing,295.97,184.73,111.23,417.17,26.66
2023-04-01,Kappa Steel,Manufacturing,312.47,213.6,98.87,362.58,27.27
2023-05-01,Kappa Steel,Manufacturing,316.54,189.62,126.91,339.88,37.34
2023-06-01,Kappa Steel,Manufacturing,291.37,244.99,46.38,285.74,16.23
2023-07-01,Kappa Steel,Manufacturing,300.36,234.89,65.46,267.8,24.45
2023-08-01,Kappa Steel,Manufacturing,329.97,277.48,52.48,368.79,14.23
2023-09-01,Kappa Steel,Manufacturing,323.44,210.59,112.85,446.42,25.28
2023-10-01,Kappa Steel,Manufacturing,314.17,213.4,100.76,306.03,32.93
2023-11-01,Kappa Steel,Manufacturing,347.33,208.44,138.89,318.62,43.59
2023-12-01,Kappa Steel,Manufacturing,345.44,193.79,151.65,454.42,33.37
2024-01-01,Kappa Steel,Manufacturing,338.29,271.73,66.56,461.41,14.42
2024-02-01,Kappa Steel,Manufacturing,367.72,266.82,100.9,517.67,19.49
2024-03-01,Kappa Steel,Manufacturing,348.8,220.07,128.73,292.98,43.94
2024-04-01,Kappa Steel,Manufacturing,354.48,251.45,103.03,515.99,19.97
2024-05-01,Kappa Steel,Manufacturing,369.1,238.01,131.09,426.33,30.75
2024-06-01,Kappa Steel,Manufacturing,365.97,205.85,160.12,330.78,48.41
2024-07-01,Kappa Steel,Manufacturing,381.43,261.82,119.61,442.81,27.01
2024-08-01,Kappa Steel,Manufacturing,380.94,265.38,115.56,482.57,23.95
2024-09-01,Kappa Steel,Manufacturing,394.14,240.65,153.5,501.11,30.63
2024-10-01,Kappa Steel,Manufacturing,377.67,317.61,60.06,326.96,18.37
2024-11-01,Kappa Steel,Manufacturing,387.49,314.04,73.45,358.04,20.51
2024-12-01,Kappa Steel,Manufacturing,419.1,317.59,101.51,581.15,17.47
2021-01-01,Lambda Media,Media,320.54,259.85,60.69,384.47,15.78
2021-02-01,Lambda Media,Media,289.33,161.77,127.56,420.01,30.37
2021-03-01,Lambda Media,Media,310.03,190.58,119.45,391.01,30.55
2021-04-01,Lambda Media,Media,315.31,210.68,104.63,395.98,26.42
2021-05-01,Lambda Media,Media,306.83,260.75,46.08,255.82,18.01
2021-06-01,Lambda Media,Media,295.93,249.52,46.42,321.04,14.46
2021-07-01,Lambda Media,Media,315.61,227.27,88.34,415.63,21.25
2021-08-01,Lambda Media,Media,321.4,261.48,59.92,348.04,17.22
2021-09-01,Lambda Media,Media,336.79,266.86,69.93,449.14,15.57
2021-10-01,Lambda Media,Media,306.68,242.07,64.6,338.85,19.07
2021-11-01,Lambda Media,Media,326.63,233.0,93.63,262.62,35.65
2021-12-01,Lambda Media,Media,335.17,216.98,118.19,354.11,33.38
2022-01-01,Lambda Media,Media,360.85,240.53,120.32,402.02,29.93
2022-02-01,Lambda Media,Media,330.64,205.42,125.23,350.9,35.69
2022-03-01,Lambda Media,Media,371.05,273.03,98.01,417.22,23.49
2022-04-01,Lambda Media,Media,366.86,243.57,123.29,515.19,23.93
2022-05-01,Lambda Media,Media,321.58,179.34,142.24,334.08,42.58
2022-06-01,Lambda Media,Media,395.11,262.38,132.74,426.4,31.13
2022-07-01,Lambda Media,Media,382.03,279.79,102.24,510.17,20.04
2022-08-01,Lambda Media,Media,407.45,323.47,83.98,530.77,15.82
2022-09-01,Lambda Media,Media,388.61,242.12,146.49,563.06,26.02
2022-10-01,Lambda Media,Media,387.05,219.88,167.18,562.81,29.7
2022-11-01,Lambda Media,Media,377.6,262.72,114.88,369.95,31.05
2022-12-01,Lambda Media,Media,389.8,247.7,142.1,395.69,35.91
2023-01-01,Lambda Media,Media,401.89,258.58,143.32,493.22,29.06
2023-02-01,Lambda Media,Media,424.82,324.92,99.9,420.93,23.73
2023-03-01,Lambda Media,Media,396.51,239.63,156.88,506.25,30.99
2023-04-01,Lambda Media,Media,413.09,249.69,163.41,482.33,33.88
2023-05-01,Lambda Media,Media,413.52,297.82,115.71,405.08,28.56
2023-06-01,Lambda Media,Media,432.6,362.9,69.7,492.51,14.15
2023-07-01,Lambda Media,Media,437.22,246.16,191.05,543.55,35.15
2023-08-01,Lambda Media,Media,459.6,383.96,75.64,561.23,13.48
2023-09-01,Lambda Media,Media,446.93,276.39,170.54,423.89,40.23
2023-10-01,Lambda Media,Media,453.05,332.22,120.83,492.8,24.52
2023-11-01,Lambda Media,Media,441.0,345.82,95.19,437.64,21.75
2023-12-01,Lambda Media,Media,455.3,362.78,92.52,499.29,18.53
2024-01-01,Lambda Media,Media,462.08,340.63,121.45,515.79,23.55
2024-02-01,Lambda Media,Media,482.31,350.15,132.16,442.57,29.86
2024-03-01,Lambda Media,Media,494.07,303.86,190.21,428.36,44.4
2024-04-01,Lambda Media,Media,497.7,277.27,220.44,621.82,35.45
2024-05-01,Lambda Media,Media,512.45,317.51,194.94,550.18,35.43
2024-06-01,Lambda Media,Media,537.26,391.31,145.95,616.63,23.67
2024-07-01,Lambda Media,Media,501.2,340.05,161.16,652.73,24.69
2024-08-01,Lambda Media,Media,543.32,411.69,131.63,811.66,16.22
2024-09-01,Lambda Media,Media,535.28,338.43,196.85,457.98,42.98
2024-10-01,Lambda Media,Media,557.81,321.13,236.68,795.4,29.76
2024-11-01,Lambda Media,Media,533.66,329.8,203.86,559.54,36.43
2024-12-01,Lambda Media,Media,535.04,305.42,229.63,622.44,36.89
